workerid,proliferate.condition,condition,first_response_value,item,item_number,item_type,response,sentence,sentence_id,trial_sequence_total,wrong_attempts,error
5290,Experiment Group,filler_bad,,9004,,,0.13,The student was punished the student.,9004,19,,
5290,Experiment Group,filler_good,,8010,,,1,It seems to Dave that Gregory left deliberately. ,8010,20,,
5290,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,21,,
5290,Experiment Group,null,,5,,,0.57,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,22,,
5290,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,23,,
5290,Experiment Group,that,,6,,,0.58,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,24,,
5280,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5280,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5280,Experiment Group,that,,2,,,0.25,Mary recognizes the employees who we think that completed the report very early.,1021,1,,
5280,Experiment Group,null,,5,,,0.82,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,2,,
5280,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,3,,
5280,Experiment Group,filler_good,,8003,,,1,Lisa likes taking vacations.,8003,4,,
5280,Experiment Group,filler_good,,8001,,,0.98,Joshua hates eating sushi. ,8001,5,,
5280,Experiment Group,null,,8,,,0.43,Charles notices the experts who you think updated the software last month.,1082,6,,
5280,Experiment Group,filler_bad,,9007,,,0.21,Who was that Martian kidnapped believed by no one?,9007,7,,
5280,Experiment Group,that,,7,,,0.11,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,8,,
5280,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,9,,
5280,Experiment Group,that,,9,,,0.43,Ben respects the professors who we assume that established the system long ago.,1091,10,,
5280,Experiment Group,null,,4,,,0.24,Kate calls the workers who you say filed the complaint this week.,1042,11,,
5280,Experiment Group,filler_bad,,9008,,,0,Who is that the jail must release accepted by few citizens?,9008,12,,
5280,Experiment Group,that,,11,,,0.6,Paul visits the technicians who we claim that processed the application earlier today.,1111,13,,
5280,Experiment Group,null,,10,,,0.39,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,14,,
5280,Experiment Group,filler_bad,,9003,,,0.05,The hedges were trimmed the hedges.,9003,15,,
5280,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,16,,
5280,Experiment Group,filler_good,,8012,,,0.88,It seems to Mike that Martha helped the student generously. ,8012,17,,
5280,Experiment Group,that,,3,,,0.42,Sophia identifies the researchers who we assume that published the article last year.,1031,18,,
5280,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,19,,
5280,Experiment Group,null,,1,,,0.81,Julia knows the students who you believe submitted the assignment on time.,1012,20,,
5280,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,21,,
5280,Experiment Group,that,,12,,,0.12,Derek supports the directors who you suppose that approved the proposal that evening.,1121,22,,
5280,Experiment Group,filler_good,,8004,,,0.97,Ali hates missing work. ,8004,23,,
5280,Experiment Group,null,,6,,,0.39,Emily meets the colleagues who you suppose finalized the plan right away.,1062,24,,
5338,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5338,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5338,Experiment Group,that,,3,,,0.04,Sophia identifies the researchers who we assume that published the article last year.,1031,1,,
5338,Experiment Group,filler_good,,8003,,,1,Lisa likes taking vacations.,8003,2,,
5338,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,3,,
5338,Experiment Group,null,,8,,,0.17,Charles notices the experts who you think updated the software last month.,1082,4,,
5338,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,5,,
5338,Experiment Group,that,,4,,,0.03,Kate calls the workers who you say that filed the complaint this week.,1041,6,,
5338,Experiment Group,filler_bad,,9009,,,0,"Promise to wash, Neal did the car.",9009,7,,
5338,Experiment Group,null,,9,,,0.84,Ben respects the professors who we assume established the system long ago.,1092,8,,
5338,Experiment Group,that,,5,,,0,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,9,,
5338,Experiment Group,filler_bad,,9011,,,0,"Refuse to write, Maria did the article.",9011,10,,
5338,Experiment Group,null,,11,,,0.02,Paul visits the technicians who we claim processed the application earlier today.,1112,11,,
5338,Experiment Group,filler_good,,8012,,,0.97,It seems to Mike that Martha helped the student generously. ,8012,12,,
5338,Experiment Group,that,,7,,,0.03,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,13,,
5338,Experiment Group,filler_bad,,9012,,,0,"Tried to bury, Kimberly did the treasure chest.",9012,14,,
5338,Experiment Group,null,,10,,,0.61,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,15,,
5338,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,16,,
5338,Experiment Group,that,,6,,,0,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,17,,
5338,Experiment Group,null,,1,,,0.88,Julia knows the students who you believe submitted the assignment on time.,1012,18,,
5338,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,19,,
5338,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,20,,
5338,Experiment Group,filler_bad,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,21,,
5338,Experiment Group,null,,12,,,0.6,Derek supports the directors who you suppose approved the proposal that evening.,1122,22,,
5338,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,23,,
5338,Experiment Group,that,,2,,,0,Mary recognizes the employees who we think that completed the report very early.,1021,24,,
5325,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5325,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5325,Experiment Group,filler_good,,8011,,,0.96,It seems to Nathan that Keith finished the work efficiently.,8011,1,,
5325,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,2,,
5325,Experiment Group,that,,8,,,0.05,Charles notices the experts who you think that updated the software last month.,1081,3,,
5325,Experiment Group,null,,7,,,0.95,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,4,,
5325,Experiment Group,null,,6,,,0.83,Emily meets the colleagues who you suppose finalized the plan right away.,1062,5,,
5325,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,6,,
5325,Experiment Group,that,,5,,,0.4,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,7,,
5325,Experiment Group,filler_bad,,9007,,,0.29,Who was that Martian kidnapped believed by no one?,9007,8,,
5325,Experiment Group,null,,4,,,0.92,Kate calls the workers who you say filed the complaint this week.,1042,9,,
5325,Experiment Group,filler_bad,,9012,,,0.49,"Tried to bury, Kimberly did the treasure chest.",9012,10,,
5325,Experiment Group,that,,3,,,0.56,Sophia identifies the researchers who we assume that published the article last year.,1031,11,,
5325,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,12,,
5325,Experiment Group,filler_bad,,9011,,,0.54,"Refuse to write, Maria did the article.",9011,13,,
5325,Experiment Group,that,,12,,,0.3,Derek supports the directors who you suppose that approved the proposal that evening.,1121,14,,
5325,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,15,,
5325,Experiment Group,null,,9,,,0.96,Ben respects the professors who we assume established the system long ago.,1092,16,,
5325,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,17,,
5325,Experiment Group,that,,2,,,0.73,Mary recognizes the employees who we think that completed the report very early.,1021,18,,
5325,Experiment Group,null,,10,,,0.96,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,19,,
5325,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,20,,
5325,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,21,,
5325,Experiment Group,that,,11,,,0.37,Paul visits the technicians who we claim that processed the application earlier today.,1111,22,,
5325,Experiment Group,null,,1,,,0.93,Julia knows the students who you believe submitted the assignment on time.,1012,23,,
5325,Experiment Group,filler_good,,8012,,,0.96,It seems to Mike that Martha helped the student generously. ,8012,24,,
5308,Experiment Group,,,,practice_good,practice_good,0.97,,,0,0,
5308,Experiment Group,,,,practice_bad,practice_bad,0.02,,,0,0,
5308,Experiment Group,that,,12,,,0.02,Derek supports the directors who you suppose that approved the proposal that evening.,1121,1,,
5308,Experiment Group,null,,5,,,0.03,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,2,,
5308,Experiment Group,filler_good,,8004,,,0.95,Ali hates missing work. ,8004,3,,
5308,Experiment Group,filler_bad,,9005,,,0.02,Who was that the principal would fire expected by the reporters?,9005,4,,
5308,Experiment Group,filler_bad,,9002,,,0.01,The money was stolen the money.,9002,5,,
5308,Experiment Group,that,,11,,,0.32,Paul visits the technicians who we claim that processed the application earlier today.,1111,6,,
5308,Experiment Group,null,,10,,,0.27,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,7,,
5308,Experiment Group,filler_good,,8003,,,0.97,Lisa likes taking vacations.,8003,8,,
5308,Experiment Group,that,,9,,,0.44,Ben respects the professors who we assume that established the system long ago.,1091,9,,
5308,Experiment Group,filler_good,,8008,,,0.97,Joey attempted to escape through a window. ,8008,10,,
5308,Experiment Group,filler_bad,,9009,,,0.28,"Promise to wash, Neal did the car.",9009,11,,
5308,Experiment Group,null,,1,,,0.31,Julia knows the students who you believe submitted the assignment on time.,1012,12,,
5308,Experiment Group,null,,6,,,0.11,Emily meets the colleagues who you suppose finalized the plan right away.,1062,13,,
5308,Experiment Group,filler_bad,,9004,,,0.01,The student was punished the student.,9004,14,,
5308,Experiment Group,that,,3,,,0.48,Sophia identifies the researchers who we assume that published the article last year.,1031,15,,
5308,Experiment Group,filler_good,,8001,,,0.97,Joshua hates eating sushi. ,8001,16,,
5308,Experiment Group,filler_good,,8002,,,0.98,Barry likes drinking milkshakes. ,8002,17,,
5308,Experiment Group,that,,2,,,0.53,Mary recognizes the employees who we think that completed the report very early.,1021,18,,
5308,Experiment Group,filler_bad,,9006,,,0.36,What was that the movers would break feared by the family?,9006,19,,
5308,Experiment Group,null,,8,,,0.67,Charles notices the experts who you think updated the software last month.,1082,20,,
5308,Experiment Group,that,,4,,,0.39,Kate calls the workers who you say that filed the complaint this week.,1041,21,,
5308,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,22,,
5308,Experiment Group,filler_good,,8010,,,0.58,It seems to Dave that Gregory left deliberately. ,8010,23,,
5308,Experiment Group,null,,7,,,0.44,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,24,,
5234,Experiment Group,,,,practice_good,practice_good,0.98,,,0,0,
5234,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5234,Experiment Group,filler_bad,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,1,,
5234,Experiment Group,null,,1,,,0.99,Julia knows the students who you believe submitted the assignment on time.,1012,2,,
5234,Experiment Group,that,,11,,,0.92,Paul visits the technicians who we claim that processed the application earlier today.,1111,3,,
5234,Experiment Group,filler_good,,8001,,,0.97,Joshua hates eating sushi. ,8001,4,,
5234,Experiment Group,null,,8,,,1,Charles notices the experts who you think updated the software last month.,1082,5,,
5234,Experiment Group,that,,3,,,1,Sophia identifies the researchers who we assume that published the article last year.,1031,6,,
5234,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,7,,
5234,Experiment Group,filler_good,,8003,,,0.97,Lisa likes taking vacations.,8003,8,,
5234,Experiment Group,filler_good,,8012,,,0.96,It seems to Mike that Martha helped the student generously. ,8012,9,,
5234,Experiment Group,null,,7,,,1,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,10,,
5234,Experiment Group,that,,5,,,0.99,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,11,,
5234,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,12,,
5234,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,13,,
5234,Experiment Group,that,,9,,,1,Ben respects the professors who we assume that established the system long ago.,1091,14,,
5234,Experiment Group,null,,6,,,1,Emily meets the colleagues who you suppose finalized the plan right away.,1062,15,,
5234,Experiment Group,filler_good,,8010,,,1,It seems to Dave that Gregory left deliberately. ,8010,16,,
